Name,ToolIconFileName,ToolIconExportName,TID,ProcessingBuilding,RequirementAmount,Requirement,TimeMin,OrderPrice,OrderExp,ExpCollect,InstantComplete,DumbValue,OrderValue,BoatOrderValue,UnlockLevel,DescriptionTID,Difficulty,PendingRelease,OrderValueV2
Lobster Skewer,sc/icons.sc,recipe_lobsterskewers,TID_PRODUCT_LOBSTERSKEWERS,Barbecue_Grill,1,Lobster Meat,40,1080,1040,250,3,1,39,47,48,TID_BARBECUE_PRODUCT_DESCRIPTION,42,,39
,,,,,1,Honey,,,,,,,,,,,,,
,,,,,1,Chili,,,,,,,,,,,,,
Grilled Onion,sc/icons.sc,recipe_grilled_onion,TID_PRODUCT_GRILLEDONION,Barbecue_Grill,2,Onion,60,500,500,115,4,1,35,35,68,TID_BARBECUE_PRODUCT_DESCRIPTION,39,,35
,,,,,1,Butter,,,,,,,,,,,,,
BananaPancakes,sc/icons.sc,recipe_banana_pancakes,TID_BANANA_PANCAKES,Barbecue_Grill,1,Banana,60,910,875,210,4,1,64,64,94,TID_BARBECUE_PRODUCT_DESCRIPTION,68,,64
,,,,,2,Blackberry,,,,,,,,,,,,,
,,,,,3,Wheat,,,,,,,,,,,,,
,,,,,1,Cream,,,,,,,,,,,,,
Grilled Eggplant,sc/icons.sc,recipe_grilled_eggplant,TID_GRILLED_EGGPLANT,Barbecue_Grill,3,Eggplant,40,835,805,195,3,1,60,60,90,TID_BARBECUE_PRODUCT_DESCRIPTION,63,,60
,,,,,1,Salsa,,,,,,,,,,,,,
FishSkewer,sc/icons.sc,recipe_fish_skewer,TID_FISH_SKEWERS,Barbecue_Grill,1,Fish Meat,30,500,500,105,3,1,34,34,96,TID_BARBECUE_PRODUCT_DESCRIPTION,37,,34
,,,,,3,Mushroom,,,,,,,,,,,,,
,,,,,2,Sesame,,,,,,,,,,,,,
,,,,,1,Ginger,,,,,,,,,,,,,
Roast veggies,sc/icons.sc,recipe_roasted_veg,TID_PRODUCT_ROASTED_VEG,Barbecue_Grill,2,Beetroot,25,515,500,120,3,1,39,39,72,TID_BARBECUE_PRODUCT_DESCRIPTION,42,,39
,,,,,2,Carrot,,,,,,,,,,,,,
,,,,,2,Potato,,,,,,,,,,,,,
,,,,,2,Pumpkin,,,,,,,,,,,,,
Garlic bread,sc/icons.sc,recipe_garlic_bread,TID_PRODUCT_GARLIC_BREAD,Barbecue_Grill,2,Bread,15,515,500,120,2,1,37,37,60,TID_BARBECUE_PRODUCT_DESCRIPTION,39,,37
,,,,,1,Butter,,,,,,,,,,,,,
,,,,,4,Garlic,,,,,,,,,,,,,
Stuffed Bellpeppers,sc/icons.sc,recipe_stuffed_bellpeppers,TID_PRODUCT_STUFFEDPEPPER,Barbecue_Grill,3,Bellpepper,20,910,875,210,2,1,64,64,80,TID_BARBECUE_PRODUCT_DESCRIPTION,66,,64
,,,,,3,Rice,,,,,,,,,,,,,
,,,,,1,Bacon,,,,,,,,,,,,,
,,,,,1,Cheese,,,,,,,,,,,,,
Grilled Asparagus,sc/icons.sc,recipe_grilled_asparagus,TID_PRODUCT_GRILLED_ASPARAGUS,Barbecue_Grill,5,Asparagus,75,1250,1200,290,4,1,92,92,67,TID_BARBECUE_PRODUCT_DESCRIPTION,96,,92
,,,,,3,Bacon,,,,,,,,,,,,,
,,,,,1,Lemon,,,,,,,,,,,,,
Grilled Lamb Skewer,sc/icons.sc,recipe_grilled_lamb_skewer,TID_GRILLED_LAMB_SKEWER,Barbecue_Grill,2,Lamb Meat,20,500,500,100,2,1,16,16,25,TID_BARBECUE_PRODUCT_DESCRIPTION,18,,12
