Name,ToolIconFileName,ToolIconExportName,TID,ProcessingBuilding,RequirementAmount,Requirement,TimeMin,OrderPrice,OrderExp,ExpCollect,InstantComplete,DumbValue,OrderValue,BoatOrderValue,UnlockLevel,DescriptionTID,Difficulty,PendingRelease,OrderValueV2
Berry Cake,sc/icons.sc,recipe_berry_cake,TID_BERRY_CAKE,Cake_Oven,1,Raspberry,0,132,127,31,0,1,49,59,23,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,53,,49
,,,,,2,Cherry,,,,,,,,,,,,,
,,,,,1,Milk,,,,,,,,,,,,,
,,,,,1,Egg,,,,,,,,,,,,,
Potato Feta Cake,sc/icons.sc,recipe_potato_feta_cake,TID_POTATO_FETA_CAKE,Cake_Oven,1,Potato,0,159,153,37,0,1,59,59,38,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,64,,59
,,,,,1,Goat Cheese,,,,,,,,,,,,,
,,,,,4,Egg,,,,,,,,,,,,,
Lemon Cake,sc/icons.sc,recipe_lemon_cake,TID_PRODUCT_LEMON_CAKE,Cake_Oven,2,Lemon Curd,0,462,444,107,0,1,167,177,68,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,173,,167
,,,,,1,Cream,,,,,,,,,,,,,
,,,,,2,Egg,,,,,,,,,,,,,
,,,,,3,Wheat,,,,,,,,,,,,,
Honey Apple Cake,sc/icons.sc,recipe_honeyapple_cake,TID_PRODUCT_HONEY_APPLE_CAKE,Cake_Oven,2,Wheat,0,248,239,57,0,1,47,47,42,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,54,,47
,,,,,2,Egg,,,,,,,,,,,,,
,,,,,2,Apple,,,,,,,,,,,,,
,,,,,2,Honey,,,,,,,,,,,,,
Fruitcake,sc/icons.sc,recipe_fruitcake,TID_FRUIT_CAKE,Cake_Oven,3,Wheat,0,232,223,54,0,1,83,83,89,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,89,,83
,,,,,2,Orange,,,,,,,,,,,,,
,,,,,2,Cherry,,,,,,,,,,,,,
,,,,,2,Grapes,,,,,,,,,,,,,
Pineapple Cake,sc/icons.sc,recipe_upsidedown_cake,TID_PINEAPPLE_CAKE,Cake_Oven,3,Pineapple,0,135,129,31,0,1,51,51,65,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,55,,51
,,,,,4,Wheat,,,,,,,,,,,,,
,,,,,2,Egg,,,,,,,,,,,,,
,,,,,2,Cherry,,,,,,,,,,,,,
Fancy Cake,sc/icons.sc,recipe_fancy_cake,TID_PRODUCT_FANCY_CAKE,Cake_Oven,3,Lily,0,228,206,49,0,1,86,91,54,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,80,,86
,,,,,3,Raspberry,,,,,,,,,,,,,
,,,,,1,GoldOre,,,,,,,,,,,,,
,,,,,1,Birthday Cake,,,,,,,,,,,,,
Chocolate Roll,sc/icons.sc,recipe_chocolate_roll,TID_PRODUCT_CHOCOLATEROLL,Cake_Oven,5,Cacao,0,312,300,72,0,1,114,114,95,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,119,,114
,,,,,3,Wheat,,,,,,,,,,,,,
,,,,,1,Cream,,,,,,,,,,,,,
,,,,,3,Mint,,,,,,,,,,,,,
Pomegranate Cake,sc/icons.sc,recipe_pomegranate_cake,TID_PRODUCT_POMEGRANATECAKE,Cake_Oven,6,Wheat,0,164,158,38,0,1,53,53,108,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,59,,53
,,,,,2,Egg,,,,,,,,,,,,,
,,,,,2,Cream,,,,,,,,,,,,,
,,,,,1,Pomegranate,,,,,,,,,,,,,
Blueberry Cheesecake,sc/icons.sc,recipe_blueberry_cheese_cake,TID_BLUEBERRY_CHEECECAKE,Cake_Oven,1,Cheese Cake,0,259,249,60,0,1,87,90,31,TID_CAKE_OVEN_PRODUCT_DESCRIPTION,94,,87
,,,,,2,Blueberry,,,,,,,,,,,,,
