Name,FileName,ExportName,TileWidth,TileHeight,Capacity,UpgradeRequirement,ShopIconFileName,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectFileName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,silo_04,,,11500,1,,,,,,,,,,,,,
,,silo_04,,,11550,1,,,,,,,,,,,,,
,,silo_04,,,11600,1,,,,,,,,,,,,,
,,silo_04,,,11650,1,,,,,,,,,,,,,
,,silo_04,,,11700,1,,,,,,,,,,,,,
,,silo_04,,,11750,1,,,,,,,,,,,,,
,,silo_04,,,11800,1,,,,,,,,,,,,,
,,silo_04,,,11850,1,,,,,,,,,,,,,
,,silo_04,,,11900,1,,,,,,,,,,,,,
,,silo_04,,,11950,1,,,,,,,,,,,,,
,,silo_04,,,12000,1,,,,,,,,,,,,,
,,silo_04,,,12050,1,,,,,,,,,,,,,
,,silo_04,,,12100,1,,,,,,,,,,,,,
,,silo_04,,,12150,1,,,,,,,,,,,,,
,,silo_04,,,12200,1,,,,,,,,,,,,,
,,silo_04,,,12250,1,,,,,,,,,,,,,
,,silo_04,,,12300,1,,,,,,,,,,,,,
,,silo_04,,,12350,1,,,,,,,,,,,,,
,,silo_04,,,12400,1,,,,,,,,,,,,,
,,silo_04,,,12450,1,,,,,,,,,,,,,
,,silo_04,,,12500,1,,,,,,,,,,,,,
,,silo_04,,,12550,1,,,,,,,,,,,,,
,,silo_04,,,12600,1,,,,,,,,,,,,,
,,silo_04,,,12650,1,,,,,,,,,,,,,
,,silo_04,,,12700,1,,,,,,,,,,,,,
,,silo_04,,,12750,1,,,,,,,,,,,,,
,,silo_04,,,12800,1,,,,,,,,,,,,,
,,silo_04,,,12850,1,,,,,,,,,,,,,
,,silo_04,,,12900,1,,,,,,,,,,,,,
,,silo_04,,,12950,1,,,,,,,,,,,,,
,,silo_04,,,13000,1,,,,,,,,,,,,,
,,silo_04,,,13050,1,,,,,,,,,,,,,
,,silo_04,,,13100,1,,,,,,,,,,,,,
,,silo_04,,,13150,1,,,,,,,,,,,,,
,,silo_04,,,13200,1,,,,,,,,,,,,,
,,silo_04,,,13250,1,,,,,,,,,,,,,
,,silo_04,,,13300,1,,,,,,,,,,,,,
,,silo_04,,,13350,1,,,,,,,,,,,,,
,,silo_04,,,13400,1,,,,,,,,,,,,,
,,silo_04,,,13450,1,,,,,,,,,,,,,
,,silo_04,,,13500,1,,,,,,,,,,,,,
,,silo_04,,,13550,1,,,,,,,,,,,,,
,,silo_04,,,13600,1,,,,,,,,,,,,,
,,silo_04,,,13650,1,,,,,,,,,,,,,
,,silo_04,,,13700,1,,,,,,,,,,,,,
,,silo_04,,,13750,1,,,,,,,,,,,,,
,,silo_04,,,13800,1,,,,,,,,,,,,,
,,silo_04,,,13850,1,,,,,,,,,,,,,
,,silo_04,,,13900,1,,,,,,,,,,,,,
,,silo_04,,,13950,1,,,,,,,,,,,,,
,,silo_04,,,14000,1,,,,,,,,,,,,,
,,silo_04,,,14050,1,,,,,,,,,,,,,
,,silo_04,,,14100,1,,,,,,,,,,,,,
,,silo_04,,,14150,1,,,,,,,,,,,,,
,,silo_04,,,14200,1,,,,,,,,,,,,,
,,silo_04,,,14250,1,,,,,,,,,,,,,
,,silo_04,,,14300,1,,,,,,,,,,,,,
,,silo_04,,,14350,1,,,,,,,,,,,,,
,,silo_04,,,14400,1,,,,,,,,,,,,,
,,silo_04,,,14450,1,,,,,,,,,,,,,
,,silo_04,,,14500,1,,,,,,,,,,,,,
,,silo_04,,,14550,1,,,,,,,,,,,,,
,,silo_04,,,14600,1,,,,,,,,,,,,,
,,silo_04,,,14650,1,,,,,,,,,,,,,
,,silo_04,,,14700,1,,,,,,,,,,,,,
,,silo_04,,,14750,1,,,,,,,,,,,,,
,,silo_04,,,14800,1,,,,,,,,,,,,,
,,silo_04,,,14850,1,,,,,,,,,,,,,
,,silo_04,,,14900,1,,,,,,,,,,,,,
,,silo_04,,,14950,1,,,,,,,,,,,,,
,,silo_04,,,15000,1,,,,,,,,,,,,,
,,silo_04,,,15050,1,,,,,,,,,,,,,
,,silo_04,,,15100,1,,,,,,,,,,,,,
,,silo_04,,,15150,1,,,,,,,,,,,,,
,,silo_04,,,15200,1,,,,,,,,,,,,,
,,silo_04,,,15250,1,,,,,,,,,,,,,
,,silo_04,,,15300,1,,,,,,,,,,,,,
,,silo_04,,,15350,1,,,,,,,,,,,,,
,,silo_04,,,15400,1,,,,,,,,,,,,,
,,silo_04,,,15450,1,,,,,,,,,,,,,
,,silo_04,,,15500,1,,,,,,,,,,,,,
,,silo_04,,,15550,1,,,,,,,,,,,,,
,,silo_04,,,15600,1,,,,,,,,,,,,,
,,silo_04,,,15650,1,,,,,,,,,,,,,
,,silo_04,,,15700,1,,,,,,,,,,,,,
,,silo_04,,,15750,1,,,,,,,,,,,,,
,,silo_04,,,15800,1,,,,,,,,,,,,,
,,silo_04,,,15850,1,,,,,,,,,,,,,
,,silo_04,,,15900,1,,,,,,,,,,,,,
,,silo_04,,,15950,1,,,,,,,,,,,,,
,,silo_04,,,16000,1,,,,,,,,,,,,,
,,silo_04,,,16050,1,,,,,,,,,,,,,
,,silo_04,,,16100,1,,,,,,,,,,,,,
,,silo_04,,,16150,1,,,,,,,,,,,,,
,,silo_04,,,16200,1,,,,,,,,,,,,,
,,silo_04,,,16250,1,,,,,,,,,,,,,
,,silo_04,,,16300,1,,,,,,,,,,,,,
,,silo_04,,,16350,1,,,,,,,,,,,,,
,,silo_04,,,16400,1,,,,,,,,,,,,,
,,silo_04,,,16450,1,,,,,,,,,,,,,
,,silo_04,,,16500,1,,,,,,,,,,,,,
,,silo_04,,,16550,1,,,,,,,,,,,,,
,,silo_04,,,16600,1,,,,,,,,,,,,,
,,silo_04,,,16650,1,,,,,,,,,,,,,
,,silo_04,,,16700,1,,,,,,,,,,,,,
,,silo_04,,,16750,1,,,,,,,,,,,,,
,,silo_04,,,16800,1,,,,,,,,,,,,,
,,silo_04,,,16850,1,,,,,,,,,,,,,
,,silo_04,,,16900,1,,,,,,,,,,,,,
,,silo_04,,,16950,1,,,,,,,,,,,,,
,,silo_04,,,17000,1,,,,,,,,,,,,,
,,silo_04,,,17050,1,,,,,,,,,,,,,
,,silo_04,,,17100,1,,,,,,,,,,,,,
,,silo_04,,,17150,1,,,,,,,,,,,,,
,,silo_04,,,17200,1,,,,,,,,,,,,,
,,silo_04,,,17250,1,,,,,,,,,,,,,
,,silo_04,,,17300,1,,,,,,,,,,,,,
,,silo_04,,,17350,1,,,,,,,,,,,,,
,,silo_04,,,17400,1,,,,,,,,,,,,,
,,silo_04,,,17450,1,,,,,,,,,,,,,
,,silo_04,,,17500,1,,,,,,,,,,,,,
,,silo_04,,,17550,1,,,,,,,,,,,,,
,,silo_04,,,17600,1,,,,,,,,,,,,,
,,silo_04,,,17650,1,,,,,,,,,,,,,
,,silo_04,,,17700,1,,,,,,,,,,,,,
,,silo_04,,,17750,1,,,,,,,,,,,,,
,,silo_04,,,17800,1,,,,,,,,,,,,,
,,silo_04,,,17850,1,,,,,,,,,,,,,
,,silo_04,,,17900,1,,,,,,,,,,,,,
,,silo_04,,,17950,1,,,,,,,,,,,,,
,,silo_04,,,18000,1,,,,,,,,,,,,,
,,silo_04,,,18050,1,,,,,,,,,,,,,
,,silo_04,,,18100,1,,,,,,,,,,,,,
,,silo_04,,,18150,1,,,,,,,,,,,,,
,,silo_04,,,18200,1,,,,,,,,,,,,,
,,silo_04,,,18250,1,,,,,,,,,,,,,
,,silo_04,,,18300,1,,,,,,,,,,,,,
,,silo_04,,,18350,1,,,,,,,,,,,,,
,,silo_04,,,18400,1,,,,,,,,,,,,,
,,silo_04,,,18450,1,,,,,,,,,,,,,
,,silo_04,,,18500,1,,,,,,,,,,,,,
,,silo_04,,,18550,1,,,,,,,,,,,,,
,,silo_04,,,18600,1,,,,,,,,,,,,,
,,silo_04,,,18650,1,,,,,,,,,,,,,
,,silo_04,,,18700,1,,,,,,,,,,,,,
,,silo_04,,,18750,1,,,,,,,,,,,,,
,,silo_04,,,18800,1,,,,,,,,,,,,,
,,silo_04,,,18850,1,,,,,,,,,,,,,
,,silo_04,,,18900,1,,,,,,,,,,,,,
,,silo_04,,,18950,1,,,,,,,,,,,,,
,,silo_04,,,19000,1,,,,,,,,,,,,,
,,silo_04,,,19050,1,,,,,,,,,,,,,
,,silo_04,,,19100,1,,,,,,,,,,,,,
,,silo_04,,,19150,1,,,,,,,,,,,,,
,,silo_04,,,19200,1,,,,,,,,,,,,,
,,silo_04,,,19250,1,,,,,,,,,,,,,
,,silo_04,,,19300,1,,,,,,,,,,,,,
,,silo_04,,,19350,1,,,,,,,,,,,,,
,,silo_04,,,19400,1,,,,,,,,,,,,,
,,silo_04,,,19450,1,,,,,,,,,,,,,
,,silo_04,,,19500,1,,,,,,,,,,,,,
,,silo_04,,,19550,1,,,,,,,,,,,,,
,,silo_04,,,19600,1,,,,,,,,,,,,,
,,silo_04,,,19650,1,,,,,,,,,,,,,
,,silo_04,,,19700,1,,,,,,,,,,,,,
,,silo_04,,,19750,1,,,,,,,,,,,,,
,,silo_04,,,19800,1,,,,,,,,,,,,,
,,silo_04,,,19850,1,,,,,,,,,,,,,
,,silo_04,,,19900,1,,,,,,,,,,,,,
,,silo_04,,,19950,1,,,,,,,,,,,,,
,,silo_04,,,20000,1,,,,,,,,,,,,,
,,silo_04,,,20050,1,,,,,,,,,,,,,
,,silo_04,,,20100,1,,,,,,,,,,,,,
,,silo_04,,,20150,1,,,,,,,,,,,,,
,,silo_04,,,20200,1,,,,,,,,,,,,,
,,silo_04,,,20250,1,,,,,,,,,,,,,
,,silo_04,,,20300,1,,,,,,,,,,,,,
,,silo_04,,,20350,1,,,,,,,,,,,,,
,,silo_04,,,20400,1,,,,,,,,,,,,,
,,silo_04,,,20450,1,,,,,,,,,,,,,
,,silo_04,,,20500,1,,,,,,,,,,,,,
,,silo_04,,,20550,1,,,,,,,,,,,,,
,,silo_04,,,20600,1,,,,,,,,,,,,,
,,silo_04,,,20650,1,,,,,,,,,,,,,
,,silo_04,,,20700,1,,,,,,,,,,,,,
,,silo_04,,,20750,1,,,,,,,,,,,,,
,,silo_04,,,20800,1,,,,,,,,,,,,,
,,silo_04,,,20850,1,,,,,,,,,,,,,
,,silo_04,,,20900,1,,,,,,,,,,,,,
,,silo_04,,,20950,1,,,,,,,,,,,,,
,,silo_04,,,21000,1,,,,,,,,,,,,,
,,silo_04,,,21050,1,,,,,,,,,,,,,
,,silo_04,,,21100,1,,,,,,,,,,,,,
,,silo_04,,,21150,1,,,,,,,,,,,,,
,,silo_04,,,21200,1,,,,,,,,,,,,,
,,silo_04,,,21250,1,,,,,,,,,,,,,
,,silo_04,,,21300,1,,,,,,,,,,,,,
,,silo_04,,,21350,1,,,,,,,,,,,,,
,,silo_04,,,21400,1,,,,,,,,,,,,,
,,silo_04,,,21450,1,,,,,,,,,,,,,
,,silo_04,,,21500,1,,,,,,,,,,,,,
,,silo_04,,,21550,1,,,,,,,,,,,,,
,,silo_04,,,21600,1,,,,,,,,,,,,,
,,silo_04,,,21650,1,,,,,,,,,,,,,
,,silo_04,,,21700,1,,,,,,,,,,,,,
,,silo_04,,,21750,1,,,,,,,,,,,,,
,,silo_04,,,21800,1,,,,,,,,,,,,,
,,silo_04,,,21850,1,,,,,,,,,,,,,
,,silo_04,,,21900,1,,,,,,,,,,,,,
,,silo_04,,,21950,1,,,,,,,,,,,,,
,,silo_04,,,22000,1,,,,,,,,,,,,,
,,silo_04,,,22050,1,,,,,,,,,,,,,
,,silo_04,,,22100,1,,,,,,,,,,,,,
,,silo_04,,,22150,1,,,,,,,,,,,,,
,,silo_04,,,22200,1,,,,,,,,,,,,,
,,silo_04,,,22250,1,,,,,,,,,,,,,
,,silo_04,,,22300,1,,,,,,,,,,,,,
,,silo_04,,,22350,1,,,,,,,,,,,,,
,,silo_04,,,22400,1,,,,,,,,,,,,,
,,silo_04,,,22450,1,,,,,,,,,,,,,
,,silo_04,,,22500,1,,,,,,,,,,,,,
,,silo_04,,,22550,1,,,,,,,,,,,,,
,,silo_04,,,22600,1,,,,,,,,,,,,,
,,silo_04,,,22650,1,,,,,,,,,,,,,
,,silo_04,,,22700,1,,,,,,,,,,,,,
,,silo_04,,,22750,1,,,,,,,,,,,,,
,,silo_04,,,22800,1,,,,,,,,,,,,,
,,silo_04,,,22850,1,,,,,,,,,,,,,
,,silo_04,,,22900,1,,,,,,,,,,,,,
,,silo_04,,,22950,1,,,,,,,,,,,,,
,,silo_04,,,23000,1,,,,,,,,,,,,,
,,silo_04,,,23050,1,,,,,,,,,,,,,
,,silo_04,,,23100,1,,,,,,,,,,,,,
,,silo_04,,,23150,1,,,,,,,,,,,,,
,,silo_04,,,23200,1,,,,,,,,,,,,,
,,silo_04,,,23250,1,,,,,,,,,,,,,
,,silo_04,,,23300,1,,,,,,,,,,,,,
,,silo_04,,,23350,1,,,,,,,,,,,,,
,,silo_04,,,23400,1,,,,,,,,,,,,,
,,silo_04,,,23450,1,,,,,,,,,,,,,
,,silo_04,,,23500,1,,,,,,,,,,,,,
,,silo_04,,,23550,1,,,,,,,,,,,,,
,,silo_04,,,23600,1,,,,,,,,,,,,,
,,silo_04,,,23650,1,,,,,,,,,,,,,
,,silo_04,,,23700,1,,,,,,,,,,,,,
,,silo_04,,,23750,1,,,,,,,,,,,,,
,,silo_04,,,23800,1,,,,,,,,,,,,,
,,silo_04,,,23850,1,,,,,,,,,,,,,
,,silo_04,,,23900,1,,,,,,,,,,,,,
,,silo_04,,,23950,1,,,,,,,,,,,,,
,,silo_04,,,24000,1,,,,,,,,,,,,,
,,silo_04,,,24050,1,,,,,,,,,,,,,
,,silo_04,,,24100,1,,,,,,,,,,,,,
,,silo_04,,,24150,1,,,,,,,,,,,,,
,,silo_04,,,24200,1,,,,,,,,,,,,,
,,silo_04,,,24250,1,,,,,,,,,,,,,
